time,EVT_TYPE,sym,tradePrice
11:58.0,MarketPrice,GCQ8,1250.2
11:58.0,MarketPrice,GCQ8,1250.2
11:58.0,MarketPrice,GCQ8,1250.2
11:58.0,MarketPrice,GCQ8,1250.2
11:58.0,MarketPrice,GCQ8,1250.2
11:58.0,MarketPrice,GCQ8,1250.2
11:58.0,MarketPrice,GCQ8,1250.2
12:00.2,MarketPrice,GCQ8,1250.2
12:01.1,MarketPrice,GCQ8,1250.2
12:01.1,MarketPrice,GCQ8,1250.2
12:02.6,MarketPrice,PAU8,941
12:06.8,MarketPrice,GCQ8,1250.2
12:10.5,MarketPrice,GCQ8,1250.2
12:10.5,MarketPrice,GCQ8,1250.2
12:10.5,MarketPrice,GCQ8,1250.2
12:10.5,MarketPrice,GCQ8,1250.2
12:10.5,MarketPrice,SIU8,16.06
12:10.5,MarketPrice,SIU8,16.06
12:10.5,MarketPrice,SIU8,16.06
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:21.0,MarketPrice,GCQ8,1250.1
12:36.3,MarketPrice,GCQ8,1250.1
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,SIU8,16.06
12:37.7,MarketPrice,SIU8,16.06
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,GCQ8,1250.2
12:37.7,MarketPrice,SIU8,16.06
12:43.3,MarketPrice,SIU8,16.06
12:46.1,MarketPrice,SIU8,16.06
12:51.4,MarketPrice,SIU8,16.06
12:51.4,MarketPrice,SIU8,16.06
12:51.4,MarketPrice,SIU8,16.06
